,Unnamed: 0,Participant,Block,Sequence,Sub_Sequence,Trial,Target_Type,Target_Name,Start_Time,End_Time,First_Reaction_Time,Mode_In_Time,Mode_Out_Time,Execution_Time,Reference_Action_Count,Incorrect_Action_Count,Error,IV_Surface,IV_Orientation,IV_Form,IV_Hand,Reference_Task
4211,4211,participant_47,4,8,17,611,posture,Left_Open_180_Beside,1567804109861,1567804110803,1567804110803,2045,1090,3135,14,12,False,Beside,0,Open,Left,word
4213,4213,participant_47,4,8,18,613,posture,Right_Close_0_On,1567804111925,1567804113200,1567804113200,1307,1127,2434,20,11,False,On,180,Close,Right,click
4215,4215,participant_47,4,8,19,615,posture,Right_Close_0_Below,1567804114359,1567804117970,1567804117970,3643,1357,5000,23,0,False,Below,180,Close,Right,click
4217,4217,participant_47,4,8,20,617,posture,Right_Close_0_Beside,1567804120124,1567804121170,1567804121170,1843,1323,3166,30,0,False,Beside,180,Close,Right,word
4219,4219,participant_47,4,8,21,619,posture,Right_Close_90_On,1567804122526,1567804123605,1567804123605,1112,1156,2268,26,4,False,On,90,Close,Right,click
4221,4221,participant_47,4,8,22,621,posture,Right_Close_90_Below,1567804125657,1567804126639,1567804126639,1878,1319,3197,16,12,False,Below,90,Close,Right,word
4223,4223,participant_47,4,8,23,623,posture,Right_Close_90_Beside,1567804127992,1567804129040,1567804129040,1082,953,2035,26,4,False,Beside,90,Close,Right,click
4225,4225,participant_47,4,8,24,625,posture,Right_Close_180_On,1567804130026,1567804131070,1567804131070,1077,1556,2633,13,15,False,On,0,Close,Right,click
4227,4227,participant_47,4,8,25,627,posture,Right_Close_180_Below,1567804132657,1567804134004,1567804134004,1378,1192,2570,15,20,False,Below,0,Close,Right,click
4229,4229,participant_47,4,8,26,629,posture,Right_Close_180_Beside,1567804135893,1567804137635,1567804137635,2439,1290,3729,20,11,False,Beside,0,Close,Right,word
4231,4231,participant_47,4,8,27,631,posture,Right_Open_0_On,1567804138961,1567804140040,1567804140040,1115,1088,2203,15,0,False,On,180,Open,Right,click
4233,4233,participant_47,4,8,28,633,posture,Right_Open_0_Below,1567804141861,1567804142837,1567804142837,1709,1158,2867,29,0,False,Below,180,Open,Right,word
4235,4235,participant_47,4,8,29,635,posture,Right_Open_0_Beside,1567804144624,1567804145705,1567804145705,1710,1224,2934,14,12,False,Beside,180,Open,Right,word
4237,4237,participant_47,4,8,30,637,posture,Right_Open_90_On,1567804146958,1567804148073,1567804148073,1144,1222,2366,25,4,False,On,90,Open,Right,click
4239,4239,participant_47,4,8,31,639,posture,Right_Open_90_Below,1567804149995,1567804150874,1567804150874,1579,1254,2833,19,8,False,Below,90,Open,Right,word
4241,4241,participant_47,4,8,32,641,posture,Right_Open_90_Beside,1567804154059,1567804155172,1567804155172,3044,1321,4365,27,4,False,Beside,90,Open,Right,word
4243,4243,participant_47,4,8,33,643,posture,Right_Open_180_On,1567804156529,1567804157440,1567804157440,947,1085,2032,15,13,False,On,0,Open,Right,click
4245,4245,participant_47,4,8,34,645,posture,Right_Open_180_Below,1567804159394,1567804159939,1567804159939,1414,1287,2701,14,0,False,Below,0,Open,Right,word
4247,4247,participant_47,4,8,35,647,posture,Right_Open_180_Beside,1567804161261,1567804163005,1567804163005,1779,0,1779,17,16,False,Beside,0,Open,Right,click
4321,4321,participant_36,0,0,0,1,posture,Left_Close_0_On,1567544330763,1567544332239,1567544332239,1504,2392,3896,26,4,False,On,180,Close,Left,click
4323,4323,participant_36,0,0,1,3,posture,Left_Close_0_Below,1567544337692,1567544339337,1567544339337,4706,1226,5932,26,0,False,Below,180,Close,Left,word
4325,4325,participant_36,0,0,2,5,posture,Left_Close_0_Beside,1567544340595,1567544341642,1567544341642,1079,154,1233,28,0,False,Beside,180,Close,Left,click
4329,4329,participant_36,0,0,4,9,posture,Left_Close_90_Below,1567544351135,1567544352381,1567544352381,2847,1950,4797,22,4,False,Below,90,Close,Left,word
4331,4331,participant_36,0,0,5,11,posture,Left_Close_90_Beside,1567544354365,1567544355645,1567544355645,1314,1187,2501,28,0,False,Beside,90,Close,Left,click
4333,4333,participant_36,0,0,6,13,posture,Left_Close_180_On,1567544357731,1567544359012,1567544359012,2180,1553,3733,22,12,False,On,0,Close,Left,word
4335,4335,participant_36,0,0,7,15,posture,Left_Close_180_Below,1567544360600,1567544361712,1567544361712,1147,1256,2403,16,14,False,Below,0,Close,Left,click
4337,4337,participant_36,0,0,8,17,posture,Left_Close_180_Beside,1567544363000,1567544364112,1567544364112,1144,1187,2331,20,0,False,Beside,0,Close,Left,click
4339,4339,participant_36,0,0,9,19,posture,Left_Open_0_On,1567544369769,1567544371045,1567544371045,5746,1125,6871,29,0,False,On,180,Open,Left,word
4341,4341,participant_36,0,0,10,21,posture,Left_Open_0_Below,1567544373231,1567544375984,1567544375984,3814,2349,6163,20,8,False,Below,180,Open,Left,word
4343,4343,participant_36,0,0,11,23,posture,Left_Open_0_Beside,1567544378370,1567544379515,1567544379515,1182,1322,2504,23,0,False,Beside,180,Open,Left,click
4345,4345,participant_36,0,0,12,25,posture,Left_Open_90_On,1567544381802,1567544382848,1567544382848,2011,1523,3534,28,0,False,On,90,Open,Left,word
4347,4347,participant_36,0,0,13,27,posture,Left_Open_90_Below,1567544384402,1567544385281,1567544385281,910,1056,1966,23,0,False,Below,90,Open,Left,click
4349,4349,participant_36,0,0,14,29,posture,Left_Open_90_Beside,1567544387503,1567544388350,1567544388350,2013,2153,4166,27,0,False,Beside,90,Open,Left,word
4351,4351,participant_36,0,0,15,31,posture,Left_Open_180_On,1567544390534,1567544391548,1567544391548,1045,1252,2297,27,0,False,On,0,Open,Left,click
4353,4353,participant_36,0,0,16,33,posture,Left_Open_180_Below,1567544393502,1567544399511,1567544399511,6711,2294,9005,0,0,True,Below,0,Open,Left,word
4355,4355,participant_36,0,0,17,35,posture,Left_Open_180_Beside,1567544402535,1567544403878,1567544403878,2073,1527,3600,14,18,False,Beside,0,Open,Left,word
4357,4357,participant_36,0,0,18,37,posture,Right_Close_0_On,1567544405437,1567544407281,1567544407281,1876,1423,3299,31,0,False,On,180,Close,Right,click
4359,4359,participant_36,0,0,19,39,posture,Right_Close_0_Below,1567544408735,1567544410013,1567544410013,1309,1024,2333,30,0,False,Below,180,Close,Right,click
4361,4361,participant_36,0,0,20,41,posture,Right_Close_0_Beside,1567544412102,1567544413382,1567544413382,2345,1554,3899,30,0,False,Beside,180,Close,Right,word
4363,4363,participant_36,0,0,21,43,posture,Right_Close_90_On,1567544414968,1567544416646,1567544416646,1710,1459,3169,22,8,False,On,90,Close,Right,click
4365,4365,participant_36,0,0,22,45,posture,Right_Close_90_Below,1567544418902,1567544419716,1567544419716,1611,1756,3367,14,12,False,Below,90,Close,Right,word
4367,4367,participant_36,0,0,23,47,posture,Right_Close_90_Beside,1567544421504,1567544422646,1567544422646,1174,1693,2867,23,4,False,Beside,90,Close,Right,click
4369,4369,participant_36,0,0,24,49,posture,Right_Close_180_On,1567544424367,1567544425683,1567544425683,1344,1353,2697,25,8,False,On,0,Close,Right,click
4371,4371,participant_36,0,0,25,51,posture,Right_Close_180_Below,1567544427071,1567544428714,1567544428714,1678,1291,2969,15,20,False,Below,0,Close,Right,click
4373,4373,participant_36,0,0,26,53,posture,Right_Close_180_Beside,1567544431003,1567544432315,1567544432315,2310,1257,3567,15,14,False,Beside,0,Close,Right,word
4375,4375,participant_36,0,0,27,55,posture,Right_Open_0_On,1567544433601,1567544434713,1567544434713,1141,259,1400,28,0,False,On,180,Open,Right,click
4377,4377,participant_36,0,0,28,57,posture,Right_Open_0_Below,1567544436903,1567544438116,1567544438116,3144,1053,4197,30,0,False,Below,180,Open,Right,word
4379,4379,participant_36,0,0,29,59,posture,Right_Open_0_Beside,1567544439968,1567544441252,1567544441252,2083,1585,3668,14,12,False,Beside,180,Open,Right,word
4381,4381,participant_36,0,0,30,61,posture,Right_Open_90_On,1567544442868,1567544444048,1567544444048,1211,1254,2465,25,3,False,On,90,Open,Right,click
4383,4383,participant_36,0,0,31,63,posture,Right_Open_90_Below,1567544446105,1567544446882,1567544446882,1580,1091,2671,9,8,False,Below,90,Open,Right,word
4385,4385,participant_36,0,0,32,65,posture,Right_Open_90_Beside,1567544448803,1567544449716,1567544449716,1743,1524,3267,24,4,False,Beside,90,Open,Right,word
4387,4387,participant_36,0,0,33,67,posture,Right_Open_180_On,1567544451271,1567544452383,1567544452383,1143,923,2066,19,0,False,On,0,Open,Right,click
4389,4389,participant_36,0,0,34,69,posture,Right_Open_180_Below,1567544454971,1567544456147,1567544456147,2841,2394,5235,27,3,False,Below,0,Open,Right,word
4391,4391,participant_36,0,0,35,71,posture,Right_Open_180_Beside,1567544458573,1567544459879,1567544459879,1338,0,1338,27,4,False,Beside,0,Open,Right,click
4465,4465,participant_36,1,2,0,145,posture,Left_Close_0_On,1567544679144,1567544680459,1567544680459,1348,156,1504,26,4,False,On,180,Close,Left,click
4467,4467,participant_36,1,2,1,147,posture,Left_Close_0_Below,1567544683545,1567544684959,1567544684959,4344,1656,6000,31,0,False,Below,180,Close,Left,word
4469,4469,participant_36,1,2,2,149,posture,Left_Close_0_Beside,1567544686646,1567544688327,1567544688327,1712,51,1763,28,0,False,Beside,180,Close,Left,click
4471,4471,participant_36,1,2,3,151,posture,Left_Close_90_On,1567544690210,1567544691388,1567544691388,3010,993,4003,17,8,False,On,90,Close,Left,word
4473,4473,participant_36,1,2,4,153,posture,Left_Close_90_Below,1567544693179,1567544694187,1567544694187,1806,1491,3297,23,6,False,Below,90,Close,Left,word
4475,4475,participant_36,1,2,5,155,posture,Left_Close_90_Beside,1567544695710,1567544696894,1567544696894,1216,987,2203,33,0,False,Beside,90,Close,Left,click
4477,4477,participant_36,1,2,6,157,posture,Left_Close_180_On,1567544698780,1567544699856,1567544699856,1975,2793,4768,17,8,False,On,0,Close,Left,word
4479,4479,participant_36,1,2,7,159,posture,Left_Close_180_Below,1567544702677,1567544703559,1567544703559,910,1119,2029,25,0,False,Below,0,Close,Left,click
4481,4481,participant_36,1,2,8,161,posture,Left_Close_180_Beside,1567544704714,1567544705956,1567544705956,1278,992,2270,18,12,False,Beside,0,Close,Left,click
4483,4483,participant_36,1,2,9,163,posture,Left_Open_0_On,1567544710244,1567544711355,1567544711355,4407,157,4564,26,0,False,On,180,Open,Left,word
4485,4485,participant_36,1,2,10,165,posture,Left_Open_0_Below,1567544717414,1567544718822,1567544718822,7310,1526,8836,27,8,False,Below,180,Open,Left,word
4487,4487,participant_36,1,2,11,167,posture,Left_Open_0_Beside,1567544720382,1567544721360,1567544721360,1012,222,1234,23,4,False,Beside,180,Open,Left,click
4489,4489,participant_36,1,2,12,169,posture,Left_Open_90_On,1567544725212,1567544726222,1567544726222,4640,1260,5900,28,0,False,On,90,Open,Left,word
4491,4491,participant_36,1,2,13,171,posture,Left_Open_90_Below,1567544727515,1567544727515,1567544727515,33,1064,1097,0,0,False,Below,90,Open,Left,click
4493,4493,participant_36,1,2,14,173,posture,Left_Open_90_Beside,1567544730078,1567544731028,1567544731028,2449,1220,3669,23,4,False,Beside,90,Open,Left,word
4495,4495,participant_36,1,2,15,175,posture,Left_Open_180_On,1567544732283,1567544733325,1567544733325,1077,1022,2099,2,0,False,On,0,Open,Left,click
4497,4497,participant_36,1,2,16,177,posture,Left_Open_180_Below,1567544735081,1567544741090,1567544741090,6743,1757,8500,0,0,True,Below,0,Open,Left,word
4499,4499,participant_36,1,2,17,179,posture,Left_Open_180_Beside,1567544743614,1567544744990,1567544744990,2143,1259,3402,20,12,False,Beside,0,Open,Left,word
4501,4501,participant_36,1,2,18,181,posture,Right_Close_0_On,1567544746282,1567544747564,1567544747564,1315,1285,2600,31,0,False,On,180,Close,Right,click
4503,4503,participant_36,1,2,19,183,posture,Right_Close_0_Below,1567544748882,1567544749894,1567544749894,1045,953,1998,28,0,False,Below,180,Close,Right,click
4505,4505,participant_36,1,2,20,185,posture,Right_Close_0_Beside,1567544751513,1567544752660,1567544752660,1813,1521,3334,20,8,False,Beside,180,Close,Right,word
4507,4507,participant_36,1,2,21,187,posture,Right_Close_90_On,1567544754214,1567544755226,1567544755226,1045,1055,2100,30,0,False,On,90,Close,Right,click
4509,4509,participant_36,1,2,22,189,posture,Right_Close_90_Below,1567544756947,1567544759860,1567544759860,3579,1724,5303,24,7,False,Below,90,Close,Right,word
4511,4511,participant_36,1,2,23,191,posture,Right_Close_90_Beside,1567544761612,1567544762657,1567544762657,1073,1326,2399,23,4,False,Beside,90,Close,Right,click
4513,4513,participant_36,1,2,24,193,posture,Right_Close_180_On,1567544764013,1567544765224,1567544765224,1241,1457,2698,24,8,False,On,0,Close,Right,click
4515,4515,participant_36,1,2,25,195,posture,Right_Close_180_Below,1567544766716,1567544767932,1567544767932,1251,1086,2337,13,0,False,Below,0,Close,Right,click
4517,4517,participant_36,1,2,26,197,posture,Right_Close_180_Beside,1567544769781,1567544770794,1567544770794,1776,1390,3166,15,11,False,Beside,0,Close,Right,word
4519,4519,participant_36,1,2,27,199,posture,Right_Open_0_On,1567544772213,1567544773363,1567544773363,1179,1118,2297,28,0,False,On,180,Open,Right,click
4521,4521,participant_36,1,2,28,201,posture,Right_Open_0_Below,1567544775283,1567544776431,1567544776431,1950,1085,3035,23,8,False,Below,180,Open,Right,word
4523,4523,participant_36,1,2,29,203,posture,Right_Open_0_Beside,1567544779350,1567544780326,1567544780326,2810,1690,4500,19,9,False,Beside,180,Open,Right,word
4525,4525,participant_36,1,2,30,205,posture,Right_Open_90_On,1567544782048,1567544784058,1567544784058,2042,1292,3334,25,4,False,On,90,Open,Right,click
4527,4527,participant_36,1,2,31,207,posture,Right_Open_90_Below,1567544786146,1567544786960,1567544786960,1610,889,2499,19,8,False,Below,90,Open,Right,word
4529,4529,participant_36,1,2,32,209,posture,Right_Open_90_Beside,1567544788647,1567544789494,1567544789494,1645,1723,3368,20,4,False,Beside,90,Open,Right,word
4531,4531,participant_36,1,2,33,211,posture,Right_Open_180_On,1567544791250,1567544792293,1567544792293,1076,990,2066,15,16,False,On,0,Open,Right,click
4533,4533,participant_36,1,2,34,213,posture,Right_Open_180_Below,1567544794516,1567544795694,1567544795694,2411,1420,3831,23,9,False,Below,0,Open,Right,word
4535,4535,participant_36,1,2,35,215,posture,Right_Open_180_Beside,1567544797149,1567544798195,1567544798195,1081,0,1081,25,5,False,Beside,0,Open,Right,click
4609,4609,participant_36,2,4,0,289,posture,Left_Close_0_On,1567544986620,1567544988231,1567544988231,1641,994,2635,27,0,False,On,180,Close,Left,click
4611,4611,participant_36,2,4,1,291,posture,Left_Close_0_Below,1567544992092,1567544994902,1567544994902,5677,1556,7233,19,8,False,Below,180,Close,Left,word
4613,4613,participant_36,2,4,2,293,posture,Left_Close_0_Beside,1567544996489,1567544998035,1567544998035,1577,22,1599,28,0,False,Beside,180,Close,Left,click
4617,4617,participant_36,2,4,4,297,posture,Left_Close_90_Below,1567545009792,1567545011104,1567545011104,3249,1121,4370,23,8,False,Below,90,Close,Left,word
4619,4619,participant_36,2,4,5,299,posture,Left_Close_90_Beside,1567545012258,1567545013632,1567545013632,1407,959,2366,28,0,False,Beside,90,Close,Left,click
4621,4621,participant_36,2,4,6,301,posture,Left_Close_180_On,1567545015323,1567545016468,1567545016468,1877,1091,2968,19,7,False,On,0,Close,Left,word
4623,4623,participant_36,2,4,7,303,posture,Left_Close_180_Below,1567545017590,1567545018534,1567545018534,975,955,1930,19,9,False,Below,0,Close,Left,click
4625,4625,participant_36,2,4,8,305,posture,Left_Close_180_Beside,1567545019524,1567545020501,1567545020501,1012,1056,2068,28,0,False,Beside,0,Close,Left,click
4627,4627,participant_36,2,4,9,307,posture,Left_Open_0_On,1567545023057,1567545024105,1567545024105,2548,321,2869,25,5,False,On,180,Open,Left,word
4629,4629,participant_36,2,4,10,309,posture,Left_Open_0_Below,1567545030126,1567545031602,1567545031602,7176,1320,8496,20,8,False,Below,180,Open,Left,word
4631,4631,participant_36,2,4,11,311,posture,Left_Open_0_Beside,1567545032957,1567545034434,1567545034434,1512,1159,2671,23,0,False,Beside,180,Open,Left,click
4633,4633,participant_36,2,4,12,313,posture,Left_Open_90_On,1567545036258,1567545037139,1567545037139,1546,1521,3067,28,0,False,On,90,Open,Left,word
4635,4635,participant_36,2,4,13,315,posture,Left_Open_90_Below,1567545038692,1567545038692,1567545038692,32,1002,1034,0,0,False,Below,90,Open,Left,click
4637,4637,participant_36,2,4,14,317,posture,Left_Open_90_Beside,1567545040558,1567545041568,1567545041568,1874,1158,3032,23,4,False,Beside,90,Open,Left,word
4639,4639,participant_36,2,4,15,319,posture,Left_Open_180_On,1567545042759,1567545044903,1567545044903,2177,923,3100,24,0,False,On,0,Open,Left,click
4641,4641,participant_36,2,4,16,321,posture,Left_Open_180_Below,1567545046692,1567545052701,1567545052701,6875,1292,8167,0,0,True,Below,0,Open,Left,word
4643,4643,participant_36,2,4,17,323,posture,Left_Open_180_Beside,1567545055226,1567545057170,1567545057170,3177,1553,4730,14,18,False,Beside,0,Open,Left,word
4645,4645,participant_36,2,4,18,325,posture,Right_Close_0_On,1567545058758,1567545060601,1567545060601,1878,1458,3336,30,4,False,On,180,Close,Right,click
4647,4647,participant_36,2,4,19,327,posture,Right_Close_0_Below,1567545062091,1567545063002,1567545063002,943,1058,2001,29,0,False,Below,180,Close,Right,click
4649,4649,participant_36,2,4,20,329,posture,Right_Close_0_Beside,1567545065725,1567545066737,1567545066737,2677,1190,3867,24,3,False,Beside,180,Close,Right,word
4651,4651,participant_36,2,4,21,331,posture,Right_Close_90_On,1567545067959,1567545069035,1567545069035,1108,1024,2132,22,8,False,On,90,Close,Right,click
4653,4653,participant_36,2,4,22,333,posture,Right_Close_90_Below,1567545071493,1567545074269,1567545074269,4210,1692,5902,24,7,False,Below,90,Close,Right,word
4655,4655,participant_36,2,4,23,335,posture,Right_Close_90_Beside,1567545075991,1567545076973,1567545076973,1012,1252,2264,27,3,False,Beside,90,Close,Right,click
4657,4657,participant_36,2,4,24,337,posture,Right_Close_180_On,1567545078259,1567545079374,1567545079374,1149,1419,2568,25,4,False,On,0,Close,Right,click
4659,4659,participant_36,2,4,25,339,posture,Right_Close_180_Below,1567545080823,1567545081874,1567545081874,1081,1183,2264,21,0,False,Below,0,Close,Right,click
