,Participant,Block,Sequence,Sub_Sequence,Trial,Target_Type,Target_Name,Start_Time,End_Time,First_Reaction_Time,Mode_In_Time,Mode_Out_Time,Execution_Time,Completion_Time,Reference_Action_Count,Incorrect_Action_Count,Error,IV_Surface,IV_Orientation,IV_Form,IV_Hand,Previous_Reference_Task,Next_Reference_Task
10547,participant_38,3,6,17,467,posture,Left_Open_180_Beside,1567624233106,1567624234820,1567624234820,2347,1718,4065,1714,23,9,False,Beside,180,Open,Non Dominant,word,click
10549,participant_38,3,6,18,469,posture,Right_Close_0_On,1567624236573,1567624238049,1567624238049,1511,1021,2532,1476,26,0,False,On,0,Close,Dominant,click,click
10553,participant_38,3,6,20,473,posture,Right_Close_0_Beside,1567624244172,1567624245380,1567624245380,2172,1894,4066,1208,30,0,False,Beside,0,Close,Dominant,word,click
10555,participant_38,3,6,21,475,posture,Right_Close_90_On,1567624247306,1567624248448,1567624248448,1174,959,2133,1142,28,0,False,On,90,Close,Dominant,click,word
10559,participant_38,3,6,23,479,posture,Right_Close_90_Beside,1567624254973,1567624256118,1567624256118,1177,1123,2300,1145,27,4,False,Beside,90,Close,Dominant,click,click
10561,participant_38,3,6,24,481,posture,Right_Close_180_On,1567624257271,1567624258284,1567624258284,1043,1691,2734,1013,25,1,False,On,180,Close,Dominant,click,click
10563,participant_38,3,6,25,483,posture,Right_Close_180_Below,1567624260006,1567624260987,1567624260987,1012,918,1930,981,20,0,False,Below,180,Close,Dominant,click,word
10565,participant_38,3,6,26,485,posture,Right_Close_180_Beside,1567624262606,1567624263651,1567624263651,1746,1255,3001,1045,20,10,False,Beside,180,Close,Dominant,word,click
10567,participant_38,3,6,27,487,posture,Right_Open_0_On,1567624264941,1567624266016,1567624266016,1110,1126,2236,1075,28,0,False,On,0,Open,Dominant,click,word
10569,participant_38,3,6,28,489,posture,Right_Open_0_Below,1567624267941,1567624268854,1567624268854,1712,1053,2765,913,17,8,False,Below,0,Open,Dominant,word,word
10571,participant_38,3,6,29,491,posture,Right_Open_0_Beside,1567624273605,1567624274653,1567624274653,4746,954,5700,1048,19,11,False,Beside,0,Open,Dominant,word,click
10573,participant_38,3,6,30,493,posture,Right_Open_90_On,1567624275641,1567624276890,1567624276890,1283,885,2168,1249,23,4,False,On,90,Open,Dominant,click,word
10575,participant_38,3,6,31,495,posture,Right_Open_90_Below,1567624278475,1567624279514,1567624279514,1739,1057,2796,1039,9,8,False,Below,90,Open,Dominant,word,word
10577,participant_38,3,6,32,497,posture,Right_Open_90_Beside,1567624281139,1567624282117,1567624282117,1546,1124,2670,978,20,4,False,Beside,90,Open,Dominant,word,click
10581,participant_38,3,6,34,501,posture,Right_Open_180_Below,1567624285976,1567624287217,1567624287217,1979,1458,3437,1241,16,14,False,Below,180,Open,Dominant,word,click
10583,participant_38,3,6,35,503,posture,Right_Open_180_Beside,1567624288704,1567624289785,1567624289785,1110,0,1110,1081,25,5,False,Beside,180,Open,Dominant,click,click
10585,participant_38,3,7,0,505,shortcut,J,1567624300305,1567624302006,1567624302006,1730,69,1799,1701,0,0,False,shortcut,shortcut,shortcut,shortcut,click,word
10587,participant_38,3,7,1,507,shortcut,R,1567624305442,1567624306743,1567624306743,4668,1631,6299,1301,0,0,False,shortcut,shortcut,shortcut,shortcut,word,click
10591,participant_38,3,7,3,511,shortcut,up,1567624312872,1567624314043,1567624314043,2935,199,3134,1171,0,0,False,shortcut,shortcut,shortcut,shortcut,word,word
10593,participant_38,3,7,4,513,shortcut,R,1567624315606,1567624316843,1567624316843,2601,2065,4666,1237,0,0,False,shortcut,shortcut,shortcut,shortcut,word,click
10595,participant_38,3,7,5,515,shortcut,J,1567624318942,1567624320210,1567624320210,1302,65,1367,1268,0,0,False,shortcut,shortcut,shortcut,shortcut,click,word
10601,participant_38,3,7,8,521,shortcut,I,1567624330741,1567624332808,1567624332808,2101,236,2337,2067,0,0,False,shortcut,shortcut,shortcut,shortcut,click,word
10603,participant_38,3,7,9,523,shortcut,G,1567624337341,1567624339410,1567624339410,6366,66,6432,2069,0,0,False,shortcut,shortcut,shortcut,shortcut,word,word
10605,participant_38,3,7,10,525,shortcut,G,1567624341409,1567624343509,1567624343509,4033,1535,5568,2100,0,0,False,shortcut,shortcut,shortcut,shortcut,word,click
10607,participant_38,3,7,11,527,shortcut,W,1567624345076,1567624346908,1567624346908,1864,368,2232,1832,0,0,False,shortcut,shortcut,shortcut,shortcut,click,word
10609,participant_38,3,7,12,529,shortcut,right,1567624348744,1567624350676,1567624350676,3400,1900,5300,1932,0,0,False,shortcut,shortcut,shortcut,shortcut,word,click
10611,participant_38,3,7,13,531,shortcut,J,1567624352610,1567624353842,1567624353842,1266,200,1466,1232,0,0,False,shortcut,shortcut,shortcut,shortcut,click,word
10613,participant_38,3,7,14,533,shortcut,Z,1567624355906,1567624358045,1567624358045,4003,1698,5701,2139,0,0,False,shortcut,shortcut,shortcut,shortcut,word,click
10615,participant_38,3,7,15,535,shortcut,P,1567624359776,1567624361408,1567624361408,1665,68,1733,1632,0,0,False,shortcut,shortcut,shortcut,shortcut,click,word
10617,participant_38,3,7,16,537,shortcut,down,1567624363907,1567624366244,1567624366244,4768,66,4834,2337,0,0,False,shortcut,shortcut,shortcut,shortcut,word,word
10625,participant_38,3,7,20,545,shortcut,N,1567624381511,1567624383476,1567624383476,3567,1901,5468,1965,0,0,False,shortcut,shortcut,shortcut,shortcut,word,click
10627,participant_38,3,7,21,547,shortcut,W,1567624385411,1567624387442,1567624387442,2065,269,2334,2031,0,0,False,shortcut,shortcut,shortcut,shortcut,click,word
10629,participant_38,3,7,22,549,shortcut,G,1567624390041,1567624392180,1567624392180,4469,1334,5803,2139,0,0,False,shortcut,shortcut,shortcut,shortcut,word,click
10631,participant_38,3,7,23,551,shortcut,D,1567624393544,1567624395610,1567624395610,2096,1369,3465,2066,0,0,False,shortcut,shortcut,shortcut,shortcut,click,click
10633,participant_38,3,7,24,553,shortcut,up,1567624397010,1567624398379,1567624398379,1400,1934,3334,1369,0,0,False,shortcut,shortcut,shortcut,shortcut,click,click
10635,participant_38,3,7,25,555,shortcut,S,1567624400345,1567624402212,1567624402212,1899,99,1998,1867,0,0,False,shortcut,shortcut,shortcut,shortcut,click,word
10637,participant_38,3,7,26,557,shortcut,up,1567624403978,1567624405378,1567624405378,3067,1334,4401,1400,0,0,False,shortcut,shortcut,shortcut,shortcut,word,click
10639,participant_38,3,7,27,559,shortcut,G,1567624406746,1567624408947,1567624408947,2235,62,2297,2201,0,0,False,shortcut,shortcut,shortcut,shortcut,click,word
10641,participant_38,3,7,28,561,shortcut,V,1567624411678,1567624413513,1567624413513,4504,62,4566,1835,0,0,False,shortcut,shortcut,shortcut,shortcut,word,word
10645,participant_38,3,7,30,565,shortcut,L,1567624419778,1567624421712,1567624421712,1969,101,2070,1934,0,0,False,shortcut,shortcut,shortcut,shortcut,click,word
10647,participant_38,3,7,31,567,shortcut,R,1567624423413,1567624425381,1567624425381,3568,63,3631,1968,0,0,False,shortcut,shortcut,shortcut,shortcut,word,word
10649,participant_38,3,7,32,569,shortcut,Q,1567624427012,1567624429347,1567624429347,3903,2398,6301,2335,0,0,False,shortcut,shortcut,shortcut,shortcut,word,click
10653,participant_38,3,7,34,573,shortcut,D,1567624436713,1567624438981,1567624438981,4172,1196,5368,2268,0,0,False,shortcut,shortcut,shortcut,shortcut,word,click
10655,participant_38,3,7,35,575,shortcut,T,1567624440211,1567624441847,1567624441847,1670,0,1670,1636,0,0,False,shortcut,shortcut,shortcut,shortcut,click,click
10657,participant_38,4,8,0,577,posture,Left_Close_0_On,1567624498478,1567624499626,1567624499626,1179,990,2169,1148,27,0,False,On,0,Close,Non Dominant,click,word
10659,participant_38,4,8,1,579,posture,Left_Close_0_Below,1567624501382,1567624502457,1567624502457,1841,1393,3234,1075,26,0,False,Below,0,Close,Non Dominant,word,click
10661,participant_38,4,8,2,581,posture,Left_Close_0_Beside,1567624503883,1567624505192,1567624505192,1342,990,2332,1309,28,0,False,Beside,0,Close,Non Dominant,click,word
10663,participant_38,4,8,3,583,posture,Left_Close_90_On,1567624507146,1567624508160,1567624508160,1978,1086,3064,1014,24,4,False,On,90,Close,Non Dominant,word,word
10665,participant_38,4,8,4,585,posture,Left_Close_90_Below,1567624511048,1567624511994,1567624511994,2748,1218,3966,946,20,0,False,Below,90,Close,Non Dominant,word,click
10667,participant_38,4,8,5,587,posture,Left_Close_90_Beside,1567624513247,1567624514326,1567624514326,1114,1053,2167,1079,12,0,False,Beside,90,Close,Non Dominant,click,word
10669,participant_38,4,8,6,589,posture,Left_Close_180_On,1567624516180,1567624517365,1567624517365,1986,1482,3468,1185,22,9,False,On,180,Close,Non Dominant,word,click
10671,participant_38,4,8,7,591,posture,Left_Close_180_Below,1567624518881,1567624519859,1567624519859,1012,1123,2135,978,20,6,False,Below,180,Close,Non Dominant,click,click
10673,participant_38,4,8,8,593,posture,Left_Close_180_Beside,1567624521015,1567624522058,1567624522058,1076,1093,2169,1043,29,0,False,Beside,180,Close,Non Dominant,click,word
10675,participant_38,4,8,9,595,posture,Left_Open_0_On,1567624523745,1567624524730,1567624524730,1579,1083,2662,985,20,7,False,On,0,Open,Non Dominant,word,word
10677,participant_38,4,8,10,597,posture,Left_Open_0_Below,1567624527050,1567624527989,1567624527989,2176,1157,3333,939,20,8,False,Below,0,Open,Non Dominant,word,click
10679,participant_38,4,8,11,599,posture,Left_Open_0_Beside,1567624529180,1567624530490,1567624530490,1344,291,1635,1310,23,0,False,Beside,0,Open,Non Dominant,click,word
10681,participant_38,4,8,12,601,posture,Left_Open_90_On,1567624532649,1567624533091,1567624533091,2310,2358,4668,442,14,2,False,On,90,Open,Non Dominant,word,click
10683,participant_38,4,8,13,603,posture,Left_Open_90_Below,1567624535478,1567624536458,1567624536458,1009,1188,2197,980,20,0,False,Below,90,Open,Non Dominant,click,word
10685,participant_38,4,8,14,605,posture,Left_Open_90_Beside,1567624538246,1567624539328,1567624539328,1682,1590,3272,1082,28,0,False,Beside,90,Open,Non Dominant,word,click
10687,participant_38,4,8,15,607,posture,Left_Open_180_On,1567624540948,1567624542196,1567624542196,1278,1019,2297,1248,27,0,False,On,180,Open,Non Dominant,click,word
10689,participant_38,4,8,16,609,posture,Left_Open_180_Below,1567624543816,1567624545060,1567624545060,1845,1022,2867,1244,19,13,False,Below,180,Open,Non Dominant,word,word
10691,participant_38,4,8,17,611,posture,Left_Open_180_Beside,1567624546916,1567624548461,1567624548461,2379,1658,4037,1545,21,5,False,Beside,180,Open,Non Dominant,word,click
10693,participant_38,4,8,18,613,posture,Right_Close_0_On,1567624550146,1567624551460,1567624551460,1341,2120,3461,1314,30,4,False,On,0,Close,Dominant,click,click
10697,participant_38,4,8,20,617,posture,Right_Close_0_Beside,1567624558247,1567624559563,1567624559563,2111,1387,3498,1316,30,0,False,Beside,0,Close,Dominant,word,click
10699,participant_38,4,8,21,619,posture,Right_Close_90_On,1567624560982,1567624562394,1567624562394,1444,991,2435,1412,22,8,False,On,90,Close,Dominant,click,word
10703,participant_38,4,8,23,623,posture,Right_Close_90_Beside,1567624569434,1567624570581,1567624570581,1180,1589,2769,1147,26,4,False,Beside,90,Close,Dominant,click,click
10705,participant_38,4,8,24,625,posture,Right_Close_180_On,1567624572202,1567624573581,1567624573581,1411,1088,2499,1379,24,4,False,On,180,Close,Dominant,click,click
10707,participant_38,4,8,25,627,posture,Right_Close_180_Below,1567624574704,1567624575850,1567624575850,1181,1085,2266,1146,30,0,False,Below,180,Close,Dominant,click,word
10709,participant_38,4,8,26,629,posture,Right_Close_180_Beside,1567624578135,1567624579384,1567624579384,2449,1186,3635,1249,22,8,False,Beside,180,Close,Dominant,word,click
10711,participant_38,4,8,27,631,posture,Right_Open_0_On,1567624580601,1567624582314,1567624582314,1744,1122,2866,1713,17,0,False,On,0,Open,Dominant,click,word
10713,participant_38,4,8,28,633,posture,Right_Open_0_Below,1567624584372,1567624585546,1567624585546,2110,922,3032,1174,31,0,False,Below,0,Open,Dominant,word,word
10715,participant_38,4,8,29,635,posture,Right_Open_0_Beside,1567624587237,1567624588445,1567624588445,1977,1292,3269,1208,19,12,False,Beside,0,Open,Dominant,word,click
10717,participant_38,4,8,30,637,posture,Right_Open_90_On,1567624589772,1567624591146,1567624591146,1409,891,2300,1374,25,3,False,On,90,Open,Dominant,click,word
10719,participant_38,4,8,31,639,posture,Right_Open_90_Below,1567624592836,1567624594148,1567624594148,2111,920,3031,1312,9,8,False,Below,90,Open,Dominant,word,word
10721,participant_38,4,8,32,641,posture,Right_Open_90_Beside,1567624597134,1567624598413,1567624598413,3345,1922,5267,1279,20,4,False,Beside,90,Open,Dominant,word,click
10723,participant_38,4,8,33,643,posture,Right_Open_180_On,1567624600372,1567624601548,1567624601548,1213,1121,2334,1176,20,0,False,On,180,Open,Dominant,click,word
10725,participant_38,4,8,34,645,posture,Right_Open_180_Below,1567624603271,1567624604317,1567624604317,1648,2289,3937,1046,27,0,False,Below,180,Open,Dominant,word,click
10727,participant_38,4,8,35,647,posture,Right_Open_180_Beside,1567624606637,1567624607647,1567624607647,1041,0,1041,1010,25,5,False,Beside,180,Open,Dominant,click,click
10729,participant_38,4,9,0,649,shortcut,J,1567624612872,1567624614269,1567624614269,1430,70,1500,1397,0,0,False,shortcut,shortcut,shortcut,shortcut,click,word
10731,participant_38,4,9,1,651,shortcut,X,1567624616340,1567624617970,1567624617970,3631,1502,5133,1630,0,0,False,shortcut,shortcut,shortcut,shortcut,word,click
10733,participant_38,4,9,2,653,shortcut,V,1567624619503,1567624621206,1567624621206,1734,130,1864,1703,0,0,False,shortcut,shortcut,shortcut,shortcut,click,word
10735,participant_38,4,9,3,655,shortcut,R,1567624623170,1567624624536,1567624624536,3200,267,3467,1366,0,0,False,shortcut,shortcut,shortcut,shortcut,word,word
10737,participant_38,4,9,4,657,shortcut,left,1567624630605,1567624632137,1567624632137,7334,1569,8903,1532,0,0,False,shortcut,shortcut,shortcut,shortcut,word,click
10743,participant_38,4,9,7,663,shortcut,X,1567624642773,1567624644773,1567624644773,2035,1467,3502,2000,0,0,False,shortcut,shortcut,shortcut,shortcut,click,click
10745,participant_38,4,9,8,665,shortcut,X,1567624646270,1567624648406,1567624648406,2166,64,2230,2136,0,0,False,shortcut,shortcut,shortcut,shortcut,click,word
10747,participant_38,4,9,9,667,shortcut,C,1567624650439,1567624652304,1567624652304,3834,136,3970,1865,0,0,False,shortcut,shortcut,shortcut,shortcut,word,word
10749,participant_38,4,9,10,669,shortcut,O,1567624655673,1567624657472,1567624657472,5032,2299,7331,1799,0,0,False,shortcut,shortcut,shortcut,shortcut,word,click
10751,participant_38,4,9,11,671,shortcut,R,1567624659803,1567624661470,1567624661470,1699,101,1800,1667,0,0,False,shortcut,shortcut,shortcut,shortcut,click,word
10753,participant_38,4,9,12,673,shortcut,R,1567624663407,1567624665473,1567624665473,3902,1366,5268,2066,0,0,False,shortcut,shortcut,shortcut,shortcut,word,click
10757,participant_38,4,9,14,677,shortcut,D,1567624672408,1567624674008,1567624674008,3936,1333,5269,1600,0,0,False,shortcut,shortcut,shortcut,shortcut,word,click
10759,participant_38,4,9,15,679,shortcut,Y,1567624675373,1567624677074,1567624677074,1733,167,1900,1701,0,0,False,shortcut,shortcut,shortcut,shortcut,click,word
10761,participant_38,4,9,16,681,shortcut,C,1567624679003,1567624681170,1567624681170,3929,135,4064,2167,0,0,False,shortcut,shortcut,shortcut,shortcut,word,word
10763,participant_38,4,9,17,683,shortcut,Q,1567624683775,1567624685842,1567624685842,4537,1132,5669,2067,0,0,False,shortcut,shortcut,shortcut,shortcut,word,click
10769,participant_38,4,9,20,689,shortcut,D,1567624695408,1567624697172,1567624697172,3564,1433,4997,1764,0,0,False,shortcut,shortcut,shortcut,shortcut,word,click
10771,participant_38,4,9,21,691,shortcut,P,1567624698640,1567624700808,1567624700808,2203,68,2271,2168,0,0,False,shortcut,shortcut,shortcut,shortcut,click,word
10773,participant_38,4,9,22,693,shortcut,L,1567624702742,1567624704774,1567624704774,3898,1435,5333,2032,0,0,False,shortcut,shortcut,shortcut,shortcut,word,click
10775,participant_38,4,9,23,695,shortcut,P,1567624706242,1567624707541,1567624707541,1332,1731,3063,1299,0,0,False,shortcut,shortcut,shortcut,shortcut,click,click
10779,participant_38,4,9,25,699,shortcut,W,1567624713142,1567624715074,1567624715074,1966,101,2067,1932,0,0,False,shortcut,shortcut,shortcut,shortcut,click,word
10781,participant_38,4,9,26,701,shortcut,right,1567624720342,1567624721608,1567624721608,6433,2132,8565,1266,0,0,False,shortcut,shortcut,shortcut,shortcut,word,click
10785,participant_38,4,9,28,705,shortcut,D,1567624728776,1567624730677,1567624730677,3834,100,3934,1901,0,0,False,shortcut,shortcut,shortcut,shortcut,word,word
10787,participant_38,4,9,29,707,shortcut,Y,1567624732742,1567624734607,1567624734607,3830,2170,6000,1865,0,0,False,shortcut,shortcut,shortcut,shortcut,word,click
10789,participant_38,4,9,30,709,shortcut,down,1567624736808,1567624738277,1567624738277,1500,200,1700,1469,0,0,False,shortcut,shortcut,shortcut,shortcut,click,word
10791,participant_38,4,9,31,711,shortcut,up,1567624740043,1567624741310,1567624741310,2833,365,3198,1267,0,0,False,shortcut,shortcut,shortcut,shortcut,word,word
10793,participant_38,4,9,32,713,shortcut,N,1567624743342,1567624745311,1567624745311,3636,2134,5770,1969,0,0,False,shortcut,shortcut,shortcut,shortcut,word,click
10795,participant_38,4,9,33,715,shortcut,M,1567624747476,1567624749209,1567624749209,1764,134,1898,1733,0,0,False,shortcut,shortcut,shortcut,shortcut,click,word
10947,participant_34,1,2,1,147,posture,Left_Close_0_Below,1567461403627,1567461404804,1567461404804,1844,1152,2996,1177,19,8,False,Below,0,Close,Non Dominant,word,click
10949,participant_34,1,2,2,149,posture,Left_Close_0_Beside,1567461405988,1567461407203,1567461407203,1247,1091,2338,1215,28,0,False,Beside,0,Close,Non Dominant,click,word
10951,participant_34,1,2,3,151,posture,Left_Close_90_On,1567461409289,1567461410335,1567461410335,2041,1224,3265,1046,29,0,False,On,90,Close,Non Dominant,word,word
